timestamp_ms,p0_n,p1_n,p2_n,p3_n,accel_x_mg,accel_y_mg,accel_z_mg,gyro_x_dps,gyro_y_dps,gyro_z_dps,temp_c
89280,0,0.16,4.75,11.76,-112.7,-50.7,958.6,-29.54,-12.59,3.3,30.42
89300,0,0,0,0,-243.9,-52.0,1007.3,-39.21,1.9,-0.37,29.94
89320,0,0,0.42,0.38,-126.4,-4.5,1019.8,-42.89,5.82,-3.23,29.86
89340,0,3.77,0,0,-111.4,-3.4,1026.7,-38.27,2.74,-4.31,29.69
89360,1.15,0.78,0,2.12,4.7,70.0,976.8,-33.17,26.27,-6.52,29.55
89380,0,0.43,4.55,3.09,-83.5,145.8,965.8,-23.47,7.8,-8.08,28.89
89400,1.79,0,2.68,2.06,-64.6,106.9,993.9,-26.34,20.42,-2.35,28.53
89420,4.71,0,3.51,2.2,-58.3,138.7,922.0,-11.1,25.42,-5.33,28.47
89440,5.05,0,0,0,-13.5,176.9,1016.9,1.59,22.84,-0.36,28.3
89460,72.66,28.03,2.27,0,-33.6,208.6,989.8,9.69,15.93,2.33,27.92
89480,62.68,47.39,13.05,0,78.6,114.7,940.4,13.03,26.88,2.42,28.62
89500,34.53,52.09,21.78,3.79,99.3,149.1,897.3,25.09,20.31,2.22,29.0
89520,19.48,54.85,35.48,0,35.2,-4.2,841.6,25.88,18.82,4.21,29.12
89540,6.77,52.63,52.66,0,137.4,60.1,780.2,40.92,4.61,2.36,29.59
89560,2.57,50.94,65.71,5.81,117.3,67.1,803.4,41.66,0.27,5.02,29.87
89580,0.41,37.74,82.68,0,195.5,-1.2,784.2,36.21,6.57,1.37,30.44
89600,0.2,27.87,87.93,14.81,125.7,-11.6,794.6,36.93,-3.16,-5.22,30.24
89620,0,17.24,82.85,17.53,127.0,-74.2,821.8,35.88,-8.04,-1.25,30.9
89640,2.57,4.26,81.06,29.8,69.8,-77.3,796.2,34.52,-6.67,-6.52,30.47
89660,0,5.31,67.82,40.79,87.1,-85.9,852.9,18.28,-8.46,-1.36,30.68
89680,0,4.59,55.85,48.84,38.2,-40.5,978.8,16.47,-18.88,-6.7,30.84
89700,1.42,0,37.37,56.53,30.5,-27.4,952.5,9.84,-11.57,-3.88,30.86
89720,0,0,27.09,64.03,87.9,-95.0,981.6,1.83,-19.64,-1.39,31.38
89740,0,0.6,16.64,60.69,77.9,-189.3,1037.8,-7.35,-16.66,5.28,31.0
89760,1.08,5.35,15.49,53.59,-16.9,-172.1,945.5,-20.77,-14.25,2.1,31.09
89780,2.62,0,4.36,37.37,-106.0,-109.6,982.5,-25.98,-15.37,7.57,30.85
89800,1.81,8.17,1.64,25.48,74.4,-73.4,1017.9,-36.4,-23.58,6.33,30.7
89820,0,0.11,3.81,17.07,-89.7,-79.7,1003.5,-35.2,-14.39,5.47,30.37
89840,0,0,1.92,15.61,-41.0,-19.3,1044.8,-38.94,-5.44,0.78,30.24
89860,0.75,0,0,2.51,-135.1,-89.0,1034.3,-41.74,-2.25,-1.57,30.49
89880,3.13,6.55,0,1.83,-45.6,-17.6,978.5,-40.77,2.39,-4.07,29.89
89900,2.24,0,0.32,1.7,-180.4,63.6,1005.9,-39.49,14.96,-3.95,29.86
89920,4.55,0.24,0,3.82,-60.3,84.4,996.2,-34.74,20.79,-7.56,29.52
89940,2.49,0.78,1.29,0,-35.4,187.7,995.2,-25.75,19.27,-1.47,29.24
89960,0.77,0,0.18,4.18,-41.5,128.2,981.7,-19.83,22.61,-1.86,29.09
89980,1.95,0,1.27,5.26,-25.5,157.1,966.5,-8.48,22.36,-1.03,28.25
90000,79.36,24.18,6.98,0,10.2,162.7,945.4,-0.62,12.17,3.99,27.93
90020,64.87,28.64,12.88,2.5,50.1,107.6,972.2,16.92,20.0,2.98,28.36
90040,55.91,46.73,20.48,0,83.5,75.1,884.5,15.35,9.28,2.7,28.75
90060,35.76,55.67,22.61,0,-58.1,147.3,885.0,26.56,20.29,4.67,29.08
90080,18.82,58.8,41.41,0,130.9,33.5,870.4,30.65,10.75,3.82,29.41
90100,6.19,60.96,57.88,0,53.1,65.4,835.5,33.49,5.62,5.67,29.7
90120,3.06,47.68,66.75,1.98,91.9,13.8,789.2,39.02,2.48,4.68,29.9
90140,6.22,35.62,77.43,4.27,61.9,-31.2,835.7,36.49,8.82,-0.59,30.05
90160,0,22.55,85.9,6.67,66.8,-101.0,774.1,39.0,0.21,-2.29,30.18
90180,1.88,15.41,84.26,18.99,32.2,42.8,813.3,37.4,-5.99,-4.21,30.78
90200,0,5.79,68.31,24.4,54.9,-92.6,808.6,37.23,-11.65,-6.17,30.75
90220,0,4.83,65.19,39.09,186.9,-77.4,831.8,20.17,-16.75,-5.64,30.77
90240,0,5.93,54.18,52.41,145.6,-178.4,953.7,11.98,-19.68,-3.58,30.95
90260,0,0.51,37.74,64.79,50.8,-206.0,996.3,6.1,-12.25,1.88,31.31
90280,1.48,1.29,25.73,63.5,12.0,-188.1,990.1,3.77,-22.89,1.63,30.86
90300,0,0.1,14.23,55.76,-53.9,-51.2,1023.1,-8.6,-24.92,5.38,30.97
90320,3.49,0.89,12.16,52.29,-128.3,-116.2,1012.1,-15.56,-13.98,0.98,31.12
90340,2.06,0,3.59,32.37,-80.3,-28.4,960.3,-30.1,-13.77,4.26,30.92
90360,0,0,0,22.24,21.2,-100.1,983.2,-33.71,-14.31,2.07,30.61
90380,4.52,1.84,3.23,10.51,39.6,-41.2,1034.7,-38.86,-6.78,2.77,30.57
90400,5.12,2.69,0,9.61,-48.7,36.4,1040.4,-34.35,-3.48,-0.48,29.96
90420,0,0,2.94,1.45,-64.8,70.4,1007.2,-38.46,6.9,1.59,30.2
90440,0,5.21,0,5.26,-66.5,36.9,967.7,-43.39,12.75,-1.18,29.57
90460,0,0.81,1.0,0,-89.6,25.4,975.9,-37.01,7.71,-2.42,29.57
90480,1.8,0,2.29,0,-36.2,88.2,999.3,-26.65,10.32,-4.75,28.65
90500,0,1.03,1.71,1.35,11.6,158.9,970.0,-19.95,18.41,-7.0,29.16
90520,0,4.79,0,0,-72.8,167.2,1015.5,-15.68,18.83,-3.91,28.72
90540,0,0,0,0,-39.8,149.0,976.0,-7.75,10.73,-4.71,28.31
90560,76.75,26.21,5.63,0,-45.6,92.3,963.5,5.62,21.84,-1.83,28.39
90580,68.27,32.31,14.93,0,-38.8,102.2,951.7,9.6,21.28,1.84,28.36
90600,47.22,47.19,19.09,0,48.8,210.7,875.3,20.84,18.81,6.67,28.66
90620,30.91,55.1,29.14,0,126.0,197.5,858.6,23.27,5.52,6.12,29.06
90640,23.83,55.25,46.81,0,103.0,109.9,791.1,28.76,9.41,2.83,29.61
90660,3.38,56.95,51.6,0.86,114.9,110.9,789.1,40.53,9.61,4.27,29.78
90680,4.61,44.86,72.04,0.61,148.5,-30.9,806.8,39.41,7.73,1.37,29.91
90700,0.19,32.67,83.71,3.93,5.4,-23.7,747.4,34.64,3.92,-2.35,30.24
90720,2.95,15.31,84.69,5.93,137.3,-94.1,759.4,40.23,-0.78,-2.01,30.56
90740,0,11.85,80.41,21.66,83.1,-41.3,856.0,33.3,-11.39,-3.88,30.74
90760,1.35,3.09,73.25,25.69,93.1,-116.0,807.5,25.47,-15.52,-5.08,30.81
90780,5.84,6.82,62.27,46.59,79.3,-158.9,900.9,25.67,-25.51,-5.79,31.01
90800,0,6.13,47.24,56.45,124.3,-87.4,902.7,16.94,-20.91,-4.58,31.38
90820,0,0.32,29.19,63.5,-21.7,-208.5,968.0,6.38,-24.87,1.19,31.14
90840,7.77,1.21,20.11,61.64,61.3,-138.1,984.7,-1.24,-22.41,0.08,31.16
90860,0.9,0.91,15.57,56.45,-53.5,-164.8,949.6,-12.85,-23.44,3.55,31.06
90880,0,0,8.16,49.67,-101.1,-195.1,993.9,-20.23,-16.18,4.41,31.01
90900,2.89,0,9.25,37.39,-195.2,-122.4,1046.3,-22.19,-15.09,4.72,30.51
90920,0.53,0,0,20.71,-91.8,-186.0,998.9,-33.2,-7.46,1.99,30.58
90940,0,2.42,0,9.02,17.3,-8.5,1044.6,-34.76,-4.28,5.03,30.63
90960,0,0,0,4.49,-53.7,-90.7,1030.6,-35.86,-3.03,-0.53,30.1
90980,5.23,3.69,0,0,-101.9,13.6,1006.4,-34.78,-0.12,-0.72,30.17
91000,2.18,3.73,0,4.67,-93.5,-1.6,972.2,-30.35,0.63,-0.83,30.19
91020,0,0.95,0,0,-57.1,131.7,986.6,-38.38,18.14,-4.02,29.11
91040,0,0,1.26,1.18,-16.9,198.5,997.3,-24.67,12.11,-4.85,29.11
91060,1.29,0,0.45,0,-5.9,148.3,992.7,-17.77,16.57,-2.0,29.05
91080,0,0,0,0,-44.1,171.6,1002.1,-17.35,25.06,-3.78,28.29
91100,0,0.33,0,2.82,31.2,132.6,989.1,-5.01,17.06,-0.45,28.23
91120,77.99,28.21,3.49,1.65,-2.1,165.5,983.7,5.89,18.09,-0.33,28.19
91140,62.54,37.17,14.54,5.74,45.6,180.2,872.6,17.62,16.53,5.38,28.25
91160,43.77,44.11,21.63,0,117.8,84.2,922.2,22.91,13.89,4.6,28.92
91180,30.91,55.25,32.73,0,123.6,190.1,845.5,27.81,22.76,5.15,29.17
91200,11.75,57.18,50.43,0.56,55.3,90.0,843.6,30.47,2.63,3.73,29.58
91220,1.55,48.71,61.93,2.36,187.6,55.8,823.5,34.69,12.67,3.7,29.77
91240,6.82,44.78,71.35,0.38,115.1,88.5,852.0,42.88,9.09,-0.98,30.0
91260,0,31.33,86.24,8.0,83.4,3.9,837.4,40.72,-7.27,-1.15,30.17
91280,0,19.76,82.8,18.32,86.9,-23.1,784.8,37.44,-13.82,-2.13,30.35
91300,0,9.2,80.3,20.1,-9.2,-96.5,871.4,28.7,-5.93,-3.07,30.63
91320,0,5.6,72.39,32.4,96.1,-100.9,834.7,29.36,-8.56,-3.75,30.41
91340,1.97,4.58,53.54,45.72,117.6,-123.1,896.3,13.38,-14.53,-3.48,30.6
91360,1.43,0,36.85,59.11,67.9,-150.0,974.3,12.03,-17.73,-0.91,30.85
91380,0,0,25.42,57.44,-107.9,-175.8,961.8,-1.36,-17.82,1.24,30.94
91400,0,0,17.04,62.83,-64.1,-136.5,1015.6,-7.72,-21.74,0.4,30.51
91420,3.15,4.43,8.75,62.24,-42.7,-121.3,943.7,-13.25,-18.54,2.53,31.02
91440,3.5,3.89,6.77,44.02,-38.5,-98.7,1032.2,-16.5,-20.35,11.67,30.92
91460,3.85,5.52,1.93,31.95,-43.4,-142.1,964.8,-33.45,-16.8,2.84,30.64
91480,0,0,6.8,21.45,-180.3,-113.9,979.7,-33.26,-7.1,3.59,30.56
91500,1.88,0,0,15.19,-39.8,-34.5,1020.1,-36.94,-6.3,-0.3,30.49
91520,2.52,8.59,1.39,8.14,-198.2,-11.5,996.6,-45.1,3.08,2.03,30.32
91540,0,0,0,5.63,-87.7,25.8,1001.7,-37.77,-0.73,-1.81,30.09
91560,0,3.05,0,2.19,-89.3,69.4,954.8,-37.44,13.38,1.78,30.01
91580,3.7,7.07,0.05,0,57.0,52.1,994.8,-31.92,19.19,-7.86,29.84
91600,0,4.51,0,1.06,-59.3,17.5,986.6,-23.69,12.97,-5.67,29.17
91620,0,3.65,0,1.42,-81.3,62.4,1004.3,-19.82,13.44,-2.89,28.66
91640,1.52,4.63,1.83,0.35,37.3,186.1,1004.6,-11.29,14.98,-2.47,28.45
91660,0.49,0.71,0.36,0,28.4,120.2,986.9,-3.99,18.79,-5.68,28.27
91680,69.43,28.5,9.09,2.0,8.1,144.0,965.9,-1.01,14.85,-0.75,28.45
91700,59.34,45.76,14.44,0,92.5,132.8,929.7,14.9,28.82,2.68,28.7
91720,35.2,47.08,21.69,1.78,69.3,56.0,858.1,23.8,17.16,8.78,28.9
91740,22.88,56.78,33.38,1.07,55.5,53.8,866.2,32.57,17.94,7.4,29.1
91760,10.74,53.51,46.17,0,3.4,117.3,849.4,36.0,9.1,2.0,29.37
91780,5.39,49.31,61.18,1.49,137.7,37.0,836.7,39.51,11.37,3.19,29.59
91800,7.32,45.9,75.28,4.51,25.6,-31.4,762.4,38.39,-8.59,-1.46,30.04
91820,2.81,32.05,83.21,6.27,151.7,-82.2,817.5,39.27,-1.71,-2.43,30.27
91840,0,21.89,86.33,10.3,86.9,-70.9,808.2,35.66,-7.77,-5.7,30.49
91860,0,11.76,82.64,24.16,80.7,-126.5,814.7,33.96,-11.53,-5.98,30.48
91880,2.41,1.74,62.33,41.07,-21.6,-131.2,888.3,31.92,-11.63,-1.35,30.85
91900,0.28,0,52.47,48.12,96.8,-188.9,919.9,18.06,-16.06,-2.08,30.87
91920,0.68,2.05,39.87,59.07,75.5,-203.0,939.2,10.9,-18.97,2.57,31.23
91940,3.31,2.6,29.91,70.2,39.7,-94.9,977.1,3.82,-22.44,0.88,30.7
91960,1.44,2.45,14.37,62.74,130.7,-108.0,1007.2,-6.52,-4.29,3.24,30.81
91980,0.81,0,13.74,56.59,-67.8,-130.6,1003.6,-17.54,-21.03,2.57,30.86
92000,0,1.63,8.57,38.93,-107.3,-200.0,1008.6,-23.31,-20.07,4.03,30.99
92020,0,0,2.9,26.08,-135.9,-123.1,982.4,-28.24,-11.16,3.3,30.77
92040,0.71,0,0,16.99,-182.1,-55.2,976.3,-32.58,-11.44,1.58,31.02
92060,0.97,0.43,0,5.7,-110.6,-87.1,1031.5,-34.52,-4.49,4.07,30.35
92080,3.34,2.13,5.2,0.7,-120.0,8.8,1025.9,-36.68,-0.07,0.57,30.08
92100,1.37,0,0,6.75,-162.7,50.4,992.3,-40.54,13.73,-0.25,30.19
92120,0,3.61,4.73,3.08,-160.5,56.9,1016.0,-42.67,5.94,-0.27,29.57
92140,0,5.24,3.97,0,-150.9,164.8,1024.7,-31.36,15.83,-6.54,29.26
92160,0,0,0.54,0,-31.0,170.3,986.8,-23.68,16.29,-6.87,28.76
92180,2.54,1.23,0.1,0,-67.4,27.5,983.0,-16.83,20.42,-2.16,28.91
92200,2.65,0.28,0,0,-100.9,137.5,990.9,-9.69,14.89,-5.47,28.32
92220,0.67,2.02,5.1,1.41,16.2,219.9,1051.7,-3.71,16.64,2.26,27.54
92240,73.83,28.27,12.16,3.11,82.3,163.5,941.7,8.27,20.35,1.41,28.0
92260,58.0,39.92,13.32,2.48,64.1,147.8,890.6,13.55,19.77,3.66,28.72
92280,36.8,45.73,23.49,0,24.1,182.9,903.4,27.38,21.5,5.52,28.8
92300,14.08,57.69,39.78,0,61.0,98.5,884.3,31.88,6.54,1.95,29.42
92320,10.31,55.69,58.25,0,71.2,100.7,792.0,44.27,17.07,9.92,29.54
92340,0,51.69,70.5,6.93,210.5,27.8,758.2,36.44,5.39,4.11,29.7
92360,0,33.64,80.56,4.2,68.3,-5.6,846.6,44.44,-2.18,1.74,30.36
92380,3.75,23.43,86.52,9.94,49.4,-55.5,787.5,38.22,-5.26,-4.66,30.15
92400,0,16.47,85.54,16.48,98.7,-64.9,868.6,27.81,-16.75,-2.92,30.7
92420,2.81,9.88,78.21,26.97,136.1,-86.2,856.1,33.92,-12.95,-3.9,30.72
92440,0,7.86,59.36,41.62,41.4,-133.2,813.7,21.17,-27.43,-4.57,31.03
92460,1.39,6.93,47.97,53.54,-39.1,-74.2,911.4,17.48,-21.94,-2.19,31.07
92480,0,1.41,33.6,63.1,58.9,-157.3,976.3,6.06,-18.88,-3.45,31.02
92500,0.44,0,23.79,66.67,114.9,-64.1,1013.5,-1.01,-13.92,1.75,30.77
92520,0,0,16.43,63.27,-5.1,-251.4,1030.0,-10.78,-23.29,1.88,31.07
92540,2.49,0,7.76,54.98,12.3,-226.8,1014.0,-14.93,-23.7,2.43,30.72
92560,3.67,0.88,8.55,40.27,-70.3,-151.9,996.2,-21.12,-8.12,4.18,30.87
92580,0,3.32,0,30.58,-113.0,-99.2,1009.6,-26.47,-7.85,4.58,30.81
92600,5.79,0,0,14.28,-150.1,20.5,1020.0,-35.05,-12.64,3.69,30.13
92620,0,2.86,0,7.68,-91.1,-59.5,955.1,-38.58,-4.35,4.65,30.55
92640,2.75,0.68,0,0,-124.3,0.0,1013.1,-37.49,0.37,-0.1,30.29
92660,2.92,1.93,1.24,6.46,-158.1,-58.5,1014.6,-37.22,12.15,-3.85,29.69
92680,4.22,0,0.67,1.14,-132.2,41.9,951.3,-31.02,13.27,-4.21,29.46
92700,0,3.95,0,6.79,-38.1,78.5,1016.2,-30.44,12.41,-9.0,29.46
92720,2.28,1.67,0,0,-103.9,110.5,1038.4,-26.52,13.68,-1.42,28.99
92740,3.25,0,0,1.3,-57.6,105.4,1048.2,-14.09,23.31,-3.19,28.41
92760,0.23,0,0,1.62,-29.3,216.6,1014.0,-8.31,24.52,-1.99,28.01
92780,80.03,21.43,8.51,5.12,-22.5,194.1,955.6,3.63,16.16,-2.99,27.95
92800,64.91,34.4,7.65,7.11,33.8,56.2,989.4,13.62,20.52,4.91,28.43
92820,46.3,45.11,17.37,0.36,74.7,99.5,911.6,19.78,15.9,5.72,28.78
92840,31.45,53.67,25.91,0,118.1,80.7,860.7,27.11,22.14,5.44,28.72
92860,15.59,57.42,43.71,2.14,81.2,75.3,878.4,28.41,17.03,1.47,29.4
92880,10.67,58.66,57.79,1.88,65.4,100.1,837.1,34.19,2.7,-1.06,29.37
92900,2.42,43.43,72.19,7.46,136.5,56.0,810.2,39.61,-0.59,-0.59,30.0
92920,0.29,32.5,82.51,2.88,68.8,-2.7,806.9,44.58,-5.83,0.14,30.07
92940,1.15,22.92,82.35,7.77,200.3,-75.5,837.8,40.21,-3.48,-5.68,30.8
92960,0.11,14.26,80.07,21.2,148.3,-5.1,783.8,38.23,-9.82,-3.31,30.55
92980,0.33,6.85,78.89,25.7,136.8,-52.5,829.4,29.03,-3.74,-4.52,30.43
93000,0,5.59,62.91,44.81,-6.5,-96.9,885.9,25.97,-21.08,-2.72,30.87
93020,0.33,0.12,48.91,51.71,-14.2,-97.2,904.3,14.87,-20.21,-3.64,30.57
93040,0,1.9,37.54,59.48,45.9,-200.4,983.7,4.83,-25.01,0.29,31.15
93060,0,0,21.32,67.36,12.7,-175.2,986.2,4.42,-12.47,3.52,30.87
93080,0,0,13.51,60.51,-18.2,-136.7,996.0,-14.37,-21.31,2.74,31.03
93100,0,0,9.95,49.05,-144.6,-123.0,951.3,-19.44,-8.84,2.44,31.25
93120,9.87,0,7.78,37.1,13.5,-186.3,1033.1,-28.6,-16.54,5.54,30.79
93140,0.15,1.3,2.55,22.16,-107.8,-110.8,955.9,-31.04,-5.08,8.5,30.3
93160,0.59,2.5,0.1,11.07,-63.4,-86.1,955.4,-37.96,-13.65,5.03,30.07
93180,0,2.51,2.64,4.58,-150.6,-35.7,1015.3,-38.38,-4.47,2.59,30.44
93200,0,0,4.0,2.8,-208.8,68.9,1045.9,-40.34,-5.35,-1.2,30.46
93220,0,0,6.5,1.55,-47.1,6.2,982.7,-36.62,0.21,-5.37,29.85
93240,0,0.64,0.5,0,-145.8,109.1,1023.3,-37.48,6.75,-2.05,29.8
93260,0,0.62,0,7.63,-119.0,68.1,988.6,-29.49,12.65,-5.17,29.26
93280,0.84,0,0,0.08,-43.0,45.5,1005.4,-19.54,14.44,-6.78,28.7
93300,2.36,0,0,0,-26.8,94.5,1043.2,-10.71,15.16,-0.94,28.87
93320,1.3,0,3.69,2.71,6.1,112.8,1027.2,-6.42,14.47,-2.47,28.05
93340,81.3,23.05,9.62,4.6,-38.2,131.2,953.0,6.56,25.84,1.1,28.0
93360,64.19,37.75,12.48,0,94.1,153.2,976.7,14.32,11.25,2.76,28.23
93380,44.98,48.39,18.16,0.03,64.4,175.1,868.7,15.43,13.66,5.42,28.91
93400,32.15,51.41,24.3,2.53,102.5,88.2,866.7,27.16,17.26,2.82,29.35
93420,10.34,59.86,50.02,0.33,24.2,121.8,849.9,24.23,13.48,3.89,29.39
93440,6.1,50.7,63.5,0,132.1,77.9,830.5,35.09,15.43,5.26,29.79
93460,3.45,45.49,72.76,0.78,15.6,84.1,792.5,42.9,-7.87,5.21,29.68
93480,0.59,33.66,84.77,4.89,163.1,-9.6,834.2,39.72,-4.72,-4.79,30.09
93500,0,19.93,83.4,12.43,75.7,-77.6,781.7,37.95,-6.1,-1.24,30.16
93520,4.57,15.04,81.24,21.08,33.7,-42.8,788.0,37.28,-14.5,-7.18,30.49
93540,4.06,8.28,74.75,33.53,35.0,-83.3,863.6,22.56,-9.24,-7.63,31.04
93560,3.21,2.86,63.68,46.45,128.2,-188.8,968.7,20.84,-17.58,-4.76,30.65
93580,0.04,1.81,45.89,61.12,-23.3,-112.0,934.0,16.76,-21.25,-3.67,30.66
93600,0,3.77,30.0,68.26,20.2,-78.1,967.1,7.94,-22.91,-1.12,31.33
93620,3.7,0,23.19,69.34,-55.0,-185.7,995.5,-4.77,-25.63,3.22,30.79
93640,2.03,0,13.62,55.52,24.1,-78.7,1025.9,-4.08,-22.25,-0.48,30.84
93660,1.23,2.16,12.52,48.35,-76.4,-143.6,1011.5,-21.92,-19.69,0.7,30.73
93680,4.63,0.6,5.22,34.21,-35.4,-100.3,1026.5,-28.12,-11.26,4.22,30.52
93700,0,1.6,0,23.54,-154.0,-69.1,1020.2,-29.06,-1.5,5.02,30.57
93720,1.51,0.24,0,11.6,22.4,-108.7,1002.7,-34.63,-4.14,4.09,30.39
93740,5.62,4.17,0,6.7,-196.5,-48.4,998.5,-38.85,-6.31,1.37,30.36
93760,1.25,0,1.23,3.36,-78.3,-13.0,972.7,-35.16,-7.87,1.01,30.16
93780,0,0,0,2.08,-123.2,36.2,1031.1,-35.09,3.2,-3.18,29.52
93800,0.83,3.29,0,0,-54.8,71.4,999.2,-32.36,15.37,-4.37,29.33
93820,0,1.26,0,0,-32.1,132.6,980.6,-24.91,3.18,-5.24,28.91
93840,2.04,0,6.43,3.19,-38.0,74.0,971.8,-17.41,12.45,-4.8,28.85
93860,2.46,0.12,0,3.32,41.4,123.9,1023.5,-10.55,13.66,-0.98,28.44
93880,0,2.89,0,1.11,27.4,169.7,1082.1,-6.17,16.91,-4.09,28.03
93900,78.43,24.5,6.29,0,31.2,99.5,1015.2,3.95,11.69,1.03,28.4
93920,60.84,41.07,15.63,4.58,71.4,139.4,942.2,15.24,32.17,6.16,28.56
93940,42.35,48.06,17.69,0,30.8,156.6,885.8,19.88,19.95,6.42,29.14
93960,26.84,62.75,38.88,2.91,173.6,14.9,831.4,22.63,13.07,5.25,29.13
93980,13.26,58.74,50.66,1.07,135.0,66.5,843.9,35.88,8.27,6.51,29.52
94000,10.01,47.12,64.15,2.83,151.6,70.0,816.5,37.09,0.57,-0.39,30.01
94020,1.67,41.38,70.68,0,41.5,-65.8,782.3,44.98,8.35,1.19,30.3
94040,0.49,32.47,84.93,11.91,47.0,12.6,844.4,44.28,-2.75,-1.12,30.4
94060,2.11,20.17,83.2,14.46,103.5,-0.7,898.4,37.21,-9.68,-3.62,30.47
94080,0,12.97,79.83,22.16,161.0,-68.9,798.5,35.38,-3.48,-3.04,30.45
94100,0,3.51,69.99,34.58,76.3,-207.0,865.3,23.25,-1.1,-7.17,30.97
94120,0.98,3.52,53.28,49.96,1.8,-132.6,933.1,19.93,-22.03,-8.89,30.99
94140,1.46,2.89,44.93,57.96,-5.4,-60.5,965.2,13.95,-23.62,-2.84,31.03
94160,0.1,0,27.3,68.4,-16.4,-109.5,970.9,1.03,-23.59,-3.99,30.7
94180,0,0,22.22,66.43,-66.5,-116.9,999.1,-7.95,-27.0,1.65,31.07
94200,0,1.21,9.45,56.86,-44.9,-64.0,1004.1,-17.62,-16.55,4.57,30.62
94220,0,0,8.79,44.24,-21.3,-53.6,1043.3,-28.31,-8.21,8.3,30.74
94240,0.74,0,0.18,33.1,-104.5,-110.2,998.4,-24.98,-17.87,4.79,30.88
94260,0,3.18,0,15.81,12.9,-97.7,1033.6,-35.97,-12.84,4.75,30.58
94280,0,0,0,8.81,-53.3,-46.5,1025.8,-39.34,-4.56,0.97,30.37
94300,0,0,0.03,1.01,-118.1,11.0,1011.4,-38.88,-1.87,2.95,30.17
94320,0,0,0,0.38,-105.5,13.9,1032.6,-40.67,6.12,-2.51,30.13
94340,6.22,7.92,0,6.0,-116.9,79.0,1022.6,-41.16,9.43,-5.68,29.66
94360,4.48,3.07,1.09,1.37,-14.4,93.2,913.3,-36.66,10.39,-3.66,29.4
94380,0,0,0,0,-73.8,75.0,993.6,-26.88,13.55,-7.61,28.98
94400,0,0,0,0,-47.6,167.5,1016.2,-14.97,19.51,-7.98,28.39
94420,0,4.1,0,2.47,35.0,192.5,1028.5,-8.56,19.42,-2.6,28.89
94440,3.91,0,0,0,9.3,160.8,984.0,-6.38,10.02,0.27,28.42
94460,72.44,30.74,11.05,0,-1.0,179.5,955.6,5.33,14.76,5.14,28.73
94480,54.7,39.96,14.77,0,33.5,169.9,923.3,20.61,21.96,4.74,28.67
94500,39.29,55.1,27.57,0,132.3,82.3,935.0,26.49,8.82,6.95,29.09
94520,21.01,61.4,31.31,0,80.2,132.5,908.5,29.71,17.06,6.65,29.12
94540,13.19,63.27,56.01,0.02,134.3,-14.7,854.9,38.34,6.35,2.79,29.55
94560,5.34,48.61,65.95,0,17.2,92.3,841.1,37.11,4.27,5.25,30.07
94580,2.63,36.2,77.66,5.94,114.6,-51.5,821.6,46.62,0.47,2.28,30.14
94600,4.91,24.46,83.52,16.15,113.1,56.5,832.9,41.44,-9.4,-1.16,30.38
94620,0,14.16,81.14,14.64,86.3,-10.4,812.1,35.75,-6.43,0.47,30.3
94640,0.86,9.03,75.89,23.69,79.7,-46.2,842.2,33.35,-16.58,-1.36,30.63
94660,2.38,1.76,63.61,39.37,112.9,-113.6,890.6,20.11,-18.0,-6.71,30.84
94680,0,3.78,48.29,51.29,59.0,-162.5,915.6,16.79,-16.27,-3.57,30.47
94700,0,1.2,38.39,64.39,4.8,-107.9,900.6,14.64,-20.55,-6.1,31.21
94720,0.94,0,32.17,62.97,-22.0,-124.5,973.9,4.04,-27.37,2.24,30.96
94740,0,0,16.23,63.96,-47.2,-132.2,986.5,-9.01,-19.15,3.37,31.03
94760,0,0,8.52,57.18,44.1,-138.8,1005.7,-17.27,-18.95,2.04,30.99
94780,3.08,0,12.47,39.59,-66.2,-150.4,965.1,-24.38,-16.5,6.71,30.8
94800,0,0,3.45,28.75,-30.3,-178.0,1005.0,-29.6,-22.35,2.85,30.74
94820,0,0,1.42,16.59,-128.6,-50.8,931.3,-38.69,1.93,6.8,30.05
94840,0,0,0,8.45,-112.5,-80.8,1011.1,-40.52,-6.79,0.41,30.34
94860,0,1.06,0,0,-161.1,-1.6,979.7,-42.19,3.0,2.02,30.25
94880,0,0,2.05,3.99,-81.5,-1.9,961.7,-37.75,2.06,0.52,29.74
94900,0.63,3.92,0,0.89,-170.4,39.6,961.4,-44.44,7.18,-9.23,29.49
94920,1.6,4.55,1.08,0,-82.3,29.9,986.3,-34.77,11.98,-4.13,29.05
94940,1.31,0.48,2.95,5.41,-124.2,69.8,995.4,-25.15,9.14,-9.26,29.25
94960,0,3.05,0.8,2.46,-45.6,82.3,999.4,-21.74,19.77,-4.23,28.64
94980,4.08,3.06,0,0,-57.4,177.4,959.6,-6.62,23.32,-4.1,28.36
95000,73.84,26.21,7.52,4.81,3.5,203.6,990.6,-1.23,12.79,-0.89,28.22
95020,69.79,36.89,11.14,2.33,-30.5,185.7,962.2,12.27,20.89,3.0,28.25
95040,51.74,40.51,17.31,0.32,-31.5,138.2,891.3,22.0,19.07,0.06,28.78
95060,31.95,52.05,23.52,0,58.5,107.4,877.9,25.05,11.4,5.62,29.0
95080,20.4,60.96,39.14,0,59.8,69.5,861.5,35.06,10.47,4.21,29.45
95100,9.54,54.6,54.87,0,185.2,21.8,833.2,38.4,12.17,2.2,29.5
